Date,Open,High,Low,Close,Adj Close,Volume
2003-11-05,6.104000,6.104000,6.104000,6.104000,2.348117,0
2003-11-06,6.163000,6.163000,6.163000,6.163000,2.370814,0
2003-11-07,6.128000,6.128000,6.128000,6.128000,2.357350,0
2003-11-10,5.993000,5.993000,5.993000,5.993000,2.305417,0
2003-11-11,5.949000,5.949000,5.949000,5.949000,2.288491,0
2003-11-12,6.116000,6.116000,6.116000,6.116000,2.352734,0
2003-11-13,6.085000,6.085000,6.085000,6.085000,2.340808,0
2003-11-14,5.952000,5.952000,5.952000,5.952000,2.289645,0
2003-11-17,5.847000,5.847000,5.847000,5.847000,2.249253,0
2003-11-18,5.766000,5.766000,5.766000,5.766000,2.218094,0
2003-11-19,5.824000,5.824000,5.824000,5.824000,2.240406,0
2003-11-20,5.755000,5.755000,5.755000,5.755000,2.213862,0
2003-11-21,5.794000,5.794000,5.794000,5.794000,2.228864,0
2003-11-24,5.975000,5.975000,5.975000,5.975000,2.298492,0
2003-11-25,5.957000,5.957000,5.957000,5.957000,2.291568,0
2003-11-26,6.001000,6.001000,6.001000,6.001000,2.308494,0
2003-11-28,6.036000,6.036000,6.036000,6.036000,2.321959,0
2003-12-01,6.113000,6.113000,6.113000,6.113000,2.351579,0
2003-12-02,6.069000,6.069000,6.069000,6.069000,2.334653,0
2003-12-03,5.994000,5.994000,5.994000,5.994000,2.305802,0
2003-12-04,5.988000,5.988000,5.988000,5.988000,2.303494,0
2003-12-05,5.879000,5.879000,5.879000,5.879000,2.261563,0
2003-12-08,5.883000,5.883000,5.883000,5.883000,2.263102,0
2003-12-09,5.711000,5.711000,5.711000,5.711000,2.196935,0
2003-12-10,5.704000,5.704000,5.704000,5.704000,2.194243,0
2003-12-11,5.872000,5.872000,5.872000,5.872000,2.258870,0
2003-12-12,5.874000,5.874000,5.874000,5.874000,2.259640,0
2003-12-15,5.756000,5.756000,5.756000,5.756000,2.214247,0
2003-12-16,5.749000,5.749000,5.749000,5.749000,2.211554,0
2003-12-17,5.719000,5.719000,5.719000,5.719000,2.200014,0
2003-12-18,5.850000,5.850000,5.850000,5.850000,2.250407,0
2003-12-19,5.826000,5.826000,5.826000,5.826000,2.241175,0
2003-12-22,5.846000,5.846000,5.846000,5.846000,2.248868,0
2003-12-23,5.915000,5.915000,5.915000,5.915000,2.275412,0
2003-12-24,5.906000,5.906000,5.906000,5.906000,2.271950,0
2003-12-26,5.920000,5.920000,5.920000,5.920000,2.277335,0
2003-12-29,6.019000,6.019000,6.019000,6.019000,2.315419,0
2003-12-30,6.018000,6.018000,6.018000,6.018000,2.315034,0
2003-12-31,6.009000,6.009000,6.009000,6.009000,2.311572,0
2004-01-02,6.042000,6.042000,6.042000,6.042000,2.324266,0
2004-01-05,6.207000,6.207000,6.207000,6.207000,2.387739,0
2004-01-06,6.260000,6.260000,6.260000,6.260000,2.408128,0
2004-01-07,6.320000,6.320000,6.320000,6.320000,2.431209,0
2004-01-08,6.487000,6.487000,6.487000,6.487000,2.495451,0
2004-01-09,6.452000,6.452000,6.452000,6.452000,2.481987,0
2004-01-12,6.557000,6.557000,6.557000,6.557000,2.522379,0
2004-01-13,6.472000,6.472000,6.472000,6.472000,2.489682,0
2004-01-14,6.510000,6.510000,6.510000,6.510000,2.504299,0
2004-01-15,6.524000,6.524000,6.524000,6.524000,2.509685,0
2004-01-16,6.674000,6.674000,6.674000,6.674000,2.567388,0
2004-01-20,6.715000,6.715000,6.715000,6.715000,2.583160,0
2004-01-21,6.568000,6.568000,6.568000,6.568000,2.526610,0
2004-01-22,6.461000,6.461000,6.461000,6.461000,2.485449,0
2004-01-23,6.446000,6.446000,6.446000,6.446000,2.479679,0
2004-01-26,6.562000,6.562000,6.562000,6.562000,2.524303,0
2004-01-27,6.440000,6.440000,6.440000,6.440000,2.477371,0
2004-01-28,6.349000,6.349000,6.349000,6.349000,2.442365,0
2004-01-29,6.258000,6.258000,6.258000,6.258000,2.407359,0
2004-01-30,6.298000,6.298000,6.298000,6.298000,2.422745,0
2004-02-02,6.267000,6.267000,6.267000,6.267000,2.410821,0
2004-02-03,6.248000,6.248000,6.248000,6.248000,2.403512,0
2004-02-04,6.051000,6.051000,6.051000,6.051000,2.327729,0
2004-02-05,6.098000,6.098000,6.098000,6.098000,2.345809,0
2004-02-06,6.285000,6.285000,6.285000,6.285000,2.417745,0
2004-02-09,6.283000,6.283000,6.283000,6.283000,2.416976,0
2004-02-10,6.322000,6.322000,6.322000,6.322000,2.431978,0
2004-02-11,6.387000,6.387000,6.387000,6.387000,2.456983,0
2004-02-12,6.321000,6.321000,6.321000,6.321000,2.431593,0
2004-02-13,6.269000,6.269000,6.269000,6.269000,2.411590,0
2004-02-17,6.355000,6.355000,6.355000,6.355000,2.444673,0
2004-02-18,6.349000,6.349000,6.349000,6.349000,2.442365,0
2004-02-19,6.256000,6.256000,6.256000,6.256000,2.406589,0
2004-02-20,6.204000,6.204000,6.204000,6.204000,2.386585,0
2004-02-23,6.076000,6.076000,6.076000,6.076000,2.337346,0
2004-02-24,6.046000,6.046000,6.046000,6.046000,2.325805,0
2004-02-25,6.146000,6.146000,6.146000,6.146000,2.364274,0
2004-02-26,6.204000,6.204000,6.204000,6.204000,2.386585,0
2004-02-27,6.194000,6.194000,6.194000,6.194000,2.382739,0
2004-03-01,6.292000,6.292000,6.292000,6.292000,2.420438,0
2004-03-02,6.244000,6.244000,6.244000,6.244000,2.401973,0
2004-03-03,6.181000,6.181000,6.181000,6.181000,2.377738,0
2004-03-04,6.254000,6.254000,6.254000,6.254000,2.405820,0
2004-03-05,6.232000,6.232000,6.232000,6.232000,2.397357,0
2004-03-08,6.063000,6.063000,6.063000,6.063000,2.332345,0
2004-03-09,5.983000,5.983000,5.983000,5.983000,2.301570,0
2004-03-10,5.877000,5.877000,5.877000,5.877000,2.260793,0
2004-03-11,5.823000,5.823000,5.823000,5.823000,2.240021,0
2004-03-12,5.963000,5.963000,5.963000,5.963000,2.293876,0
2004-03-15,5.798000,5.798000,5.798000,5.798000,2.230404,0
2004-03-16,5.831000,5.831000,5.831000,5.831000,2.243098,0
2004-03-17,5.949000,5.949000,5.949000,5.949000,2.288491,0
2004-03-18,5.896000,5.896000,5.896000,5.896000,2.268103,0
2004-03-19,5.779000,5.779000,5.779000,5.779000,2.223094,0
2004-03-22,5.661000,5.661000,5.661000,5.661000,2.177702,0
2004-03-23,5.667000,5.667000,5.667000,5.667000,2.180010,0
2004-03-24,5.710000,5.710000,5.710000,5.710000,2.196551,0
2004-03-25,5.939000,5.939000,5.939000,5.939000,2.284644,0
2004-03-26,5.914000,5.914000,5.914000,5.914000,2.275027,0
2004-03-29,6.040000,6.040000,6.040000,6.040000,2.323497,0
2004-03-30,6.062000,6.062000,6.062000,6.062000,2.331960,0
2004-03-31,6.026000,6.026000,6.026000,6.026000,2.318111,0
2004-04-01,6.108000,6.108000,6.108000,6.108000,2.349656,0
2004-04-02,6.259000,6.259000,6.259000,6.259000,2.407743,0
2004-04-05,6.328000,6.328000,6.328000,6.328000,2.434286,0
2004-04-06,6.231000,6.231000,6.231000,6.231000,2.396972,0
2004-04-07,6.203000,6.203000,6.203000,6.203000,2.386201,0
2004-04-08,6.244000,6.244000,6.244000,6.244000,2.401973,0
2004-04-12,6.271000,6.271000,6.271000,6.271000,2.412359,0
2004-04-13,6.166000,6.166000,6.166000,6.166000,2.371967,0
2004-04-14,6.135000,6.135000,6.135000,6.135000,2.360043,0
2004-04-15,6.019000,6.019000,6.019000,6.019000,2.315419,0
2004-04-16,5.942000,5.942000,5.942000,5.942000,2.285798,0
2004-04-19,6.017000,6.017000,6.017000,6.017000,2.314650,0
2004-04-20,5.872000,5.872000,5.872000,5.872000,2.258870,0
2004-04-21,5.949000,5.949000,5.949000,5.949000,2.288491,0
2004-04-22,6.033000,6.033000,6.033000,6.033000,2.320804,0
2004-04-23,6.114000,6.114000,6.114000,6.114000,2.351964,0
2004-04-26,6.022000,6.022000,6.022000,6.022000,2.316573,0
2004-04-27,5.962000,5.962000,5.962000,5.962000,2.293492,0
2004-04-28,5.814000,5.814000,5.814000,5.814000,2.236558,0
2004-04-29,5.666000,5.666000,5.666000,5.666000,2.179625,0
2004-04-30,5.521000,5.521000,5.521000,5.521000,2.123846,0
2004-05-03,5.548000,5.548000,5.548000,5.548000,2.134232,0
2004-05-04,5.640000,5.640000,5.640000,5.640000,2.169623,0
2004-05-05,5.676000,5.676000,5.676000,5.676000,2.183472,0
2004-05-06,5.633000,5.633000,5.633000,5.633000,2.166930,0
2004-05-07,5.634000,5.634000,5.634000,5.634000,2.167315,0
2004-05-10,5.583000,5.583000,5.583000,5.583000,2.147697,0
2004-05-11,5.710000,5.710000,5.710000,5.710000,2.196551,0
2004-05-12,5.661000,5.661000,5.661000,5.661000,2.177702,0
2004-05-13,5.665000,5.665000,5.665000,5.665000,2.179240,0
2004-05-14,5.549000,5.549000,5.549000,5.549000,2.134617,0
2004-05-17,5.450000,5.450000,5.450000,5.450000,2.096533,0
2004-05-18,5.524000,5.524000,5.524000,5.524000,2.125000,0
2004-05-19,5.564000,5.564000,5.564000,5.564000,2.140387,0
2004-05-20,5.538000,5.538000,5.538000,5.538000,2.130385,0
2004-05-21,5.581000,5.581000,5.581000,5.581000,2.146927,0
2004-05-24,5.635000,5.635000,5.635000,5.635000,2.167700,0
2004-05-25,5.764000,5.764000,5.764000,5.764000,2.217325,0
2004-05-26,5.815000,5.815000,5.815000,5.815000,2.236943,0
2004-05-27,5.858000,5.858000,5.858000,5.858000,2.253485,0
2004-05-28,5.889000,5.889000,5.889000,5.889000,2.265410,0
2004-06-01,5.879000,5.879000,5.879000,5.879000,2.261563,0
2004-06-02,5.835000,5.835000,5.835000,5.835000,2.244637,0
2004-06-03,5.711000,5.711000,5.711000,5.711000,2.196935,0
2004-06-04,5.806000,5.806000,5.806000,5.806000,2.233481,0
2004-06-07,5.971000,5.971000,5.971000,5.971000,2.296954,0
2004-06-08,5.984000,5.984000,5.984000,5.984000,2.301955,0
2004-06-09,5.847000,5.847000,5.847000,5.847000,2.249253,0
2004-06-10,5.866000,5.866000,5.866000,5.866000,2.256562,0
2004-06-14,5.753000,5.753000,5.753000,5.753000,2.213092,0
2004-06-15,5.833000,5.833000,5.833000,5.833000,2.243868,0
2004-06-16,5.811000,5.811000,5.811000,5.811000,2.235405,0
2004-06-17,5.714000,5.714000,5.714000,5.714000,2.198090,0
2004-06-18,5.717000,5.717000,5.717000,5.717000,2.199244,0
2004-06-21,5.679000,5.679000,5.679000,5.679000,2.184626,0
2004-06-22,5.792000,5.792000,5.792000,5.792000,2.228096,0
2004-06-23,5.913000,5.913000,5.913000,5.913000,2.274642,0
2004-06-24,5.876000,5.876000,5.876000,5.876000,2.260408,0
2004-06-25,5.918000,5.918000,5.918000,5.918000,2.276566,0
